Order,asset_key,pipe_key_match,PIPELINE NAME,Problem_Description,Description,Location_Description,Order Type,Priority,MaintActivType,System status,SYSTEM,SUB SYSTEM,Material,Nominal Diameter,TOTAL LENGTH (KM),PIPELINE AGE,CAPACITY MLD,Total act.costs,TotalPlnndCosts,event_year,event_month,event_dow,is_weekend,target_leak
90014702,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Burst pipe on Lion Park to Uml Rd.,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,2.0,BDN,REL  GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,25300.0,33900.0,2025,2,3,0,1
764070,uw ii w midm wtw miw chl build,,,Domestic water pipe to chlorine leaking,Structural & Buildings,Chlorine Motive Water Storage Tank,PM02,5.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,25250.87,25250.87,2022,2,3,0,1
774915,uw ii w midm bds 056 56a pipel,mpophomeni pipeline,Mpophomeni Pipeline,Cut grass from M/Falls to H/West Res,Pipeline 56 (Complete),56 Pipeline (Complete),PM02,5.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,25228.0,25228.0,2022,10,1,0,0
776448,uw ii e mkon sup ops am0 build,67 pipeline old backfeed,’67 Pipeline (Old) - Backfeed,Concrete Plinth 4 backup water system,Mkondeni Regional Offices Buildings,Mkondeni Reg.Office Ground Floor Equip,PM02,4.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,AC,300.0,9.8,42.0,12.2,25207.74,25207.74,2022,12,4,0,0
769538,uw ii w midm bds 061 61g pipel,lion park pipeline,Lion Park Pipeline,Repair leak on Lion Park p\l,"61 Pipeline, Thornville section","Pipeline section, Thornville 61 offtake",PM02,2.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,25205.9,12950.37,2022,6,0,0,1
748187,uw ii w midm bds 061 61h pipel,lion park pipeline,Lion Park Pipeline,Burst pipe at Lion Park - Mchunu,"61 Pipeline, Ashburton section",Pipe Segment Ashburton offtake,PM02,2.0,BDN,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,25203.2,13240.95,2020,11,0,0,1
740221,mr50507,,,Cut grass at 57 Pipeline,"Meter, Umlaas Rd Res Outlet-New 57 Pline","Meter, Umlaas Rd Res Outlet-New 57 Pline",PM02,2.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,25200.0,25200.0,2020,2,3,0,0
740318,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,Cut grass @ 257 p/l,"257 Pipeline, Chamber 001","Pipe Section, Chamber 001 to Chamber 002",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2020,2,0,0,0
741285,mr51183,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,cut grass at 57 pipeline,"Meter, Umbumbulu Reservoir 13","Meter, Umbumbulu Reservoir 13",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,25200.0,25200.0,2020,3,0,0,0
742680,uw ii w midm bds 057 57a ch002,57 pipeline,’57 Pipeline,Grass cutting at 57 Pipeline,"157 Pipeline, Chamber 002","Chamber 002, Chamber",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800.0,8.6,52.0,87.08,25200.0,25200.0,2020,4,1,0,0
745225,mr17895,ixopo raw water rising main,Ixopo Raw Water Rising Main,CUT GRASS UML RD TO POINT M 9 KM P/L,"Meter, Umlaas Road Main Building","Meter, Umlaas Road Main Building",PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,25200.0,25200.0,2020,7,2,0,0
745228,mr17895,ixopo raw water rising main,Ixopo Raw Water Rising Main,CUT GRASS UML RD TO POINT M OLD P\L,"Meter, Umlaas Road Main Building","Meter, Umlaas Road Main Building",PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,25200.0,25200.0,2020,7,2,0,0
745712,uw ii w midm bds 357 357 pipel,357 pipeline,’357 Pipeline,Cut grass from Uml Rd to Point M.,"357 Pipeline, Pipeline",357 Pipeline (Complete),PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,8.1,15.0,347.0,25200.0,25200.0,2020,8,1,0,0
746298,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Cut the grass from umlaas Rd to Point M,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,25200.0,25200.0,2020,9,4,0,0
747260,mr50506,howick west pipeline,Howick West Pipeline,CUT GRASS UML RD TO POINT M (SPA),"Meter, Western Aquaduct Point M ""C""","Meter, Western Aquaduct Point M ""C""",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,700.0,3.3,42.0,66.6,25200.0,25200.0,2020,10,0,0,0
748799,uw ii w midm bds 057 57a ch002,57 pipeline,’57 Pipeline,Cut grass at 57 pipeline,"157 Pipeline, Chamber 002","Chamber 002, Chamber",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800.0,8.6,52.0,87.08,25200.0,25200.0,2020,11,3,0,0
748800,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,Cut grass at 257 pipeline,"257 Pipeline, Chamber 001","Chamber 001, Chamber",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2020,11,3,0,0
750204,uw ii w midm bds 057 57a ch002,57 pipeline,’57 Pipeline,Cut grass at 57 p/l,"157 Pipeline, Chamber 002","Chamber 002, Chamber",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800.0,8.6,52.0,87.08,25200.0,25200.0,2021,1,0,0,0
750205,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,Cut grass at 257 p/l,"257 Pipeline, Chamber 001","Chamber 001, Chamber",PM02,3.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2021,1,0,0,0
751194,mr50507,,,Cut grass from Umlaas Rd-point M 57 p/l,"Meter, Umlaas Rd Res Outlet-New 57 Pline","Meter, Umlaas Rd Res Outlet-New 57 Pline",PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,,,,,,,,25200.0,25200.0,2021,2,0,0,0
751195,uw ii w midm bds 257 257 pipel,257 pipeline,’257 Pipeline,Cut grass from Umlaas Rd-point M 257p/l,257 Pipeline Flowmeters,257 Pipeline (Complete),PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2021,2,0,0,0
756475,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,257 P/L Grass cutting,"257 Pipeline, Chamber 001","Chamber 001, Chamber",PM02,5.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2021,7,4,0,0
757504,uw ii w midm bds 057 57a pipel,57 pipeline,’57 Pipeline,Cut grass on 57 p/l,57 Pipeline (complete line)(,157 Pipeline (Complete),PM02,4.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,800.0,8.6,52.0,87.08,25200.0,25200.0,2021,8,1,0,0
757505,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,Cut grass 257 p/l,"257 Pipeline, Chamber 001","Chamber 001, Chamber",PM02,4.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25200.0,25200.0,2021,8,2,0,0
767617,uw ii w midm bds 056 56e pipel,56 pipeline,’56 Pipeline,Backfill & replace waste along Blackridg,Blackridge Pipeline (Complete),Blackridge Pline,PM02,4.0,CMN,TECO PCNF PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,25168.13,16995.65,2022,5,3,0,0
779375,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,No water on Farmers Line.,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,1.0,CMC,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,25138.6,8603.7,2023,2,6,1,0
749908,uw ii w midm bds 056 56e res01,56 pipeline,’56 Pipeline,Blackridge res level low - Hlela,Blackridge Reservoir,Blackridge Reservoir Structures,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,25134.5,0.0,2020,12,1,0,0
767654,uw ii w midm bds 257 257 ch001,257 pipeline,’257 Pipeline,Backfill 257 p/l after URD,"257 Pipeline, Chamber 001","Chamber 001, Chamber",PM02,4.0,CMN,TECO PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1000.0,8.5,29.0,135.9,25100.0,25100.0,2022,5,3,0,0
90003100,uw ii e dvha bds 053 53a pipel,53 pipeline,’53 Pipeline,Check for leaks on 53P/L scour chamber,54 Pipeline from DVH to Umlaas Road,53 Pipeline (Complete),PM02,2.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Pre-Stressed Concrete,762.0,26.6,63.0,45.0,25091.74,25091.74,2024,6,0,0,0
763417,uw ii w howk www mpo inl unit1,mpophomeni pipeline,Mpophomeni Pipeline,"Manufacture 5 sluice gates,Mpophone,York",Inlet Screen,Inlet Screen,PM02,5.0,CMN,TECO PCNF GMPS MACM PPRT PRC  SETC,Upper Mgeni,Midmar,AC,250.0,5.8,45.0,8.5,25079.58,14773.05,2022,1,4,0,0
765714,uw ii w midm bds 061 061 ch001,61 pipeline,’61 Pipeline,Install step ladder@Nickel Trading meter,"61 Pipeline, Chamber 001","Chamber 1, Chamber Structure",PM02,4.0,CMN,TECO PCNF PRT  GMPS MACM PRC  SETC,Upper Mgeni,Midmar,Steel,800900800.0,6.2,45.0,330.0,25078.11,1775.0,2022,3,1,0,0
760024,uw ii w midm bds man pha pipel,manyavu pipeline,Manyavu Pipeline,Repair leak on Manyavu line.,"Manyavu Pipeline, (Complete)",Manyavu Pipeline (Complete),PM02,1.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,25063.68,9620.0,2021,10,3,0,1
761930,uw ii w howk www hos inl build,,,provide shelter for ultrasonic meter,Inlet System Buildings,Buildings & Structures,PM02,4.0,CMN,TECO PCNF PRT  GMPS PRC  SETC,,,,,,,,25002.66,13691.81,2021,12,3,0,0
742111,uw ii w midm bds man pha ch001,manyavu pipeline,Manyavu Pipeline,Check leak at Manyavu P/L - Craig,Chamber No.1,"Manyavu Pipeline, Iv",PM02,2.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,24978.32,8600.0,2020,3,4,0,1
793284,uw ii e darv www dar inl fog01,,,weld inlet FOG hopper,"Fats, Oils & Grease Channel 1",FOG Trolley Channel #1,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,24966.9,0.0,2023,12,3,0,0
794723,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Check the leak at Lion Park c/o,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,1.0,BDN,TECO PCNF PRT  GMPS MACM PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24966.88,21255.08,2024,1,2,0,1
780075,uw ii e dvha bds war ms1 pipel,bruyns hill pipeline,Bruyns Hill Pipeline,Repair burst pipe to Bruyns Hill (Jerry),Mshwati Pipeline System (New),New Wartburg Pline,PM02,2.0,BDN,TECO PCNF PRT  GMPS NMAT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,450.0,12.0,7.0,,24935.54,8608.7,2023,3,2,0,1
769016,uw ii e dvha wtw dvw amm build,,,Install galvanised grid @ ammonia room,Structural & Buildings,General Ammonia Building Structure,PM02,4.0,CMN,TECO PCNF PRT  GMPS MACM PRC  SETC,,,,,,,,24910.09,3172.05,2022,6,0,0,0
755752,uw ii w lidg wtw liw hlp ps001,,,attend to raw pumps,Pumpset 1,High Lift Pump 1,PM02,2.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,,,,,,,,24904.73,6139.41,2021,6,4,0,0
90001822,uw ii w howk www hos hpl pipel,howick pipeline,Howick Pipeline,Fabricate new RAS suction pipe,Howick Sewerage Pipeline,Howick WWW Pipeline (Complete),PM02,1.0,BDN,TECO PCNF GMPS MACM PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,24898.37,5033.98,2024,5,4,0,0
779107,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,"Burst pipe at Delta Farm, Lion Park area",Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,2.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24885.7,18271.74,2023,2,4,0,1
745146,uw ii w midm bds 056 56e res01,56 pipeline,’56 Pipeline,Pipe burst at Blackridge - Mlotshwa(c/o),Blackridge Reservoir,Blackridge Reservoir Structures,PM02,1.0,BDC,TECO PCNF GMPS MACM PPRT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,24825.0,6994.44,2020,7,0,0,1
784804,uw ii w midm bds eup eub ch001,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Attend to inlet valve at Midillovo-Craig,Chamber No.1,Umbumbulu Pipeline Chamber 1,PM02,4.0,CMN,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,24786.52,24786.52,2023,6,3,0,0
797686,uw ii w howk www hos adm build,howick pipeline,Howick Pipeline,refabricate final effluent sampling poin,Howick Sewerage Buildings & Structures,Roads And Walkways,PM02,5.0,CMN,TECO GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,2.5,28.0,16.3,24780.0,54655.8,2024,3,0,0,0
90006402,uw ii w midm bds 056 56e pipel,56 pipeline,’56 Pipeline,Burst pipe at Blackridge Res.,Blackridge Pipeline (Complete),Blackridge Pline,PM02,1.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,24751.8,9000.0,2024,8,6,1,1
750955,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Install pressure gauges on Lion Park p/l,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,4.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24741.06,8656.5,2021,1,4,0,0
90003919,uw ii e darv www dar sst tank3,,,Plz demolish SST 6&7 sumps,SST Unit 3,SST Structure #3,PM02,5.0,CMN,TECO GMPS NMAT PRC  SETC,,,,,,,,24735.0,24735.0,2024,6,1,0,0
775734,uw ii e ixop www ixs adm build,,,Please provide burglars at WWW,Administration Buildings & Structures,Ixopo Sewerage Buildings & Structures,PM02,4.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,,,,,,,,24715.27,11055.0,2022,11,1,0,0
780009,uw ii w mpof www mps adm build,,,pls weld step ladder,Administration Buildings,Admin Building Structure,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,24658.66,0.0,2023,2,1,0,0
746705,uw ii e dvha bds war ms1 pipel,wartburg pipeline,Wartburg Pipeline,Install sampling tap at Ozwathini,Mshwati Pipeline System (New),New Wartburg Pline,PM02,4.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,700.0,9.5,8.0,66.0,24658.32,10050.0,2020,9,4,0,0
785024,uw ii e dvha bds 069 69d pipel,wartburg pipeline 69 pipeline,Wartburg Pipeline(’69 Pipeline),backfil at wartburg pipeline,Pipeline Wartburg t/off to Wartburg P/S,Pipeline Wartburg t/off-Wartburg P/S,PM02,4.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,300.0,19.3,35.0,,24651.06,9940.0,2023,6,2,0,0
90002776,uw ii e ixop wtw ixw abs ps001,,,please provide strainer .,Abstraction Pumpset 1,#1 Raw Water Pumpset,PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,24548.95,0.0,2024,5,1,0,0
739751,uw ii e camp www cas sst valve,,,Please connect Jojo tank piping system,Camperdown Clarifier System Valves,Camperdown SST Structure Valves,PM02,3.0,CMN,TECO PCNF GMPS MACM PPRT PRC  SETC,,,,,,,,24536.77,7469.71,2020,1,3,0,0
90012495,uw ii e albf www nor out mech1,,,CUT THE PIPE FEEDING SBR,Outlet System Mechanical System,General Mechanical Equipment,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,24439.45,0.0,2025,1,2,0,0
90014701,uw ii w midm bds man pha pipel,manyavu pipeline,Manyavu Pipeline,Burst pipe on Lion Park to Manyavu.,"Manyavu Pipeline, (Complete)",Manyavu Pipeline (Complete),PM02,1.0,BDC,REL  PRT  GMPS NMAT PRC  SETC,Upper Mgeni,,Klambon,150.0,13.0,15.0,3.1,24400.0,24400.0,2025,2,3,0,1
90012187,uw ii e cool www cow adm build,,,Attend to tap by drying beds its leaking,Coolair Buildings,Buildings,PM02,3.0,CMN,TECO PCNF GMPS PPRT PRC  SETC,,,,,,,,24375.3,183.0,2025,1,1,0,1
90002756,uw ii e dvha bds 069 69c pipel,albert falls pipeline,Albert Falls Pipeline,please repair Albert falls line,Pipeline from Wartburg Rd - Albert Falls,Pline 69 from Wartburg t/o-Albert Falls,PM02,4.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,DV HARRIS,uPVC,200.0,10.3,22.0,5.44,24306.2,29535.7,2024,5,4,0,0
90012493,uw ii w mpof wtw mpw inl ps001,,,Pls replace contact tank lids@ MPF WW,Inlet Reservoir Pumpset 1,Inlet Reservoir Pumpset 1,PM02,3.0,CMN,REL  PCNF PRT  GMPS NMAT PRC  SETC,,,,,,,,24292.25,8650.0,2025,1,2,0,0
762152,uw ii e ixop www ixs adm build,,,Rebuild shelter at recycle pump station,Administration Buildings & Structures,Ixopo Sewerage Buildings & Structures,PM02,4.0,CMN,TECO PCNF PRT  GMPS PRC  SETC,,,,,,,,24284.13,6750.0,2021,12,2,0,0
739917,uw ii w midm bds 056 56e pipel,56 pipeline,’56 Pipeline,Blackridge res not filling up-Richardc/o,Blackridge Pipeline (Complete),Blackridge Pline,PM02,1.0,CMC,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,24263.4,0.0,2020,1,1,0,0
747761,uw ii e dvha bds 069 69e pipel,wartburg pipeline 69 pipeline,Wartburg Pipeline(’69 Pipeline),Repair pipe leak @ Wartburg P/Line,Pipeline Wartburg P/S to Wartburg Res,69 Pipeline Wartburg P/S- Wartburg (New),PM02,2.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,300.0,19.3,35.0,,24225.75,13900.0,2020,10,0,0,1
788622,uw ii w midm bds 061 61g pipel,lion park pipeline,Lion Park Pipeline,Leak at Lion Park p/l,"61 Pipeline, Thornville section","Pipeline section, Thornville 61 offtake",PM02,2.0,BDN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24205.93,8687.5,2023,9,1,0,1
90004996,uw ii w midm wtw miw lim unit1,,,Weld lime feeder no1 slurry bowl.,Lime Dosing unit 1,Lime Hopper Structure #1,PM02,2.0,CMN,TECO PCNF PPRT PRC  SETC,,,,,,,,24192.3,453.0,2024,7,3,0,0
90017546,uw ii e ixop rwt ixw abs pump1,ixopo raw water rising main,Ixopo Raw Water Rising Main,Please attand to platform to dam abstrct,Rising Main Pumpset #1,Rising Main Pumpset #1,PM02,1.0,CMC,REL  PCNF PRT  NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,24192.3,0.0,2025,4,1,0,0
825756,uw ii w howk www bri psa build,67 pipeline old backfeed,’67 Pipeline (Old) - Backfeed,pls backfill at bridge p/s,Sump & Structures,Buildings & Structures,VM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,AC,300.0,9.8,42.0,12.2,24186.5,0.0,2024,5,4,0,0
767772,uw ii w midm bds urd lpa pipel,lion park pipeline,Lion Park Pipeline,Check leak at Lion Park-c/o,Umlaas road Lion Park Pipeline,Umlaas Res-Lion Park Pipeline,PM02,5.0,CMC,TECO PCNF GMPS PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24184.0,9870.0,2022,5,0,0,1
744697,mr757569,,,Blackridge res level dropping - Hlela,"Meter, Blackridge Reservoir Inlet","Meter, Blackridge Reservoir Inlet",PM02,1.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,,,,,,,,24180.32,4000.0,2020,7,0,0,0
793142,uw ii w midm bds 056 56c ch001,56 pipeline,’56 Pipeline,Leak on HW-GRK pipeline,Chamber No.1,Howick West-Groenkloof Bal Meter Head,PM02,2.0,BDN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,uPVC,250.0,7.3,40.0,8.5,24167.4,24167.4,2023,12,0,0,1
743726,mr752550,,,Repair leak on high lift line.,"Meter, Groenkloof High Lift","Meter, Groenkloof High Lift",PM02,1.0,BDC,TECO PCNF PRT  GMPS NMAT PRC  SETC,,,,,,,,24120.89,2430.43,2020,5,5,1,1
90009954,uw ii e darv www dar pst tank1,,,Pls weld PST1 bridge screw,PST 1,PST Structure #1 Bridge Steelwork,PM02,2.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,,,,,,,,24113.25,3549.95,2024,11,2,0,0
781706,uw ii w midm bds est eso pipel,eston umbumbulu pipeline,Eston-Umbumbulu Pipeline,Remove concrete manhole ring; Eston p/s,Eston Pipeline (Complete),Eston Pipeline (Complete),PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,600.0,16.1,28.0,48.93,24078.1,0.0,2023,4,3,0,0
750453,uw ii w midm bds 061 61h pipel,lion park pipeline,Lion Park Pipeline,Repair leak on lion park p/l - Craig,"61 Pipeline, Ashburton section",Pipe Segment Ashburton offtake,PM02,4.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,Steel,350.0,8.6,7.0,16.6,24031.82,17891.42,2021,1,1,0,1
763876,uw ii w mpof wtw mpw bwa build,67 pipeline old backfeed,’67 Pipeline (Old) - Backfeed,Pls extend back wash water pipe @ Mpofan,Buildings & Structures,Backwash Buildings and Structures,PM02,4.0,CMN,TECO PCNF GMPS MACM PPRT PRC  SETC,Upper Mgeni,Midmar,AC,300.0,9.8,42.0,12.2,24028.15,4970.0,2022,1,0,0,0
741352,uw ii e mkon sup ops wsh elec1,,,Hidroboiler pipes connection at the kitc,Mkondeni Workshops Electrical,General Electrical Equipment,PM02,3.0,CMN,TECO PCNF GMPS MACM PPRT PRC  SETC,,,,,,,,24027.86,2190.63,2020,3,0,0,0
784200,uw ii w midm bds vul vu1 pline,vulindlela pipeline,Vulindlela Pipeline,Attend to the leak at Vulindlela c/o,Complete Vulindela Pipeline,Complete Vulindela Pipeline,PM02,1.0,BDC,TECO GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,400.0,4.25,28.0,21.7,24011.23,24011.23,2023,6,3,0,1
790314,uw ii w mpof rwt mpw abs build,ixopo raw water rising main,Ixopo Raw Water Rising Main,Attend to leak main raising pipe @ MPF,Abstraction Buildings,River Abstraction Buildings,PM02,2.0,BDN,TECO GMPS NMAT PPRT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,23998.9,23998.9,2023,10,0,0,1
90013246,uw ii w midm bds 251 251 pipel,251 pipeline,‘251 Pipeline,Do welding at 51p/l chamber near Samcol.,251 Pipeline (complete),251 Pipeline (complete),PM02,4.0,CMN,TECO PCNF PRT  GMPS NMAT PRC  SETC,Upper Mgeni,Midmar,Steel,1600.0,3.3,8.0,347.91,23995.1,8600.0,2025,2,1,0,0
782935,uw ii w midm wtw miw lim unit1,,,Weld Lime feeder 1,Lime Dosing unit 1,Lime Hopper Structure #1,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,23990.4,0.0,2023,5,0,0,0
739643,uw ii e ixop www ixs adm build,,,Hand rails at home farm damaged and miss,Administration Buildings & Structures,Ixopo Sewerage Buildings & Structures,PM02,4.0,CMN,TECO PCNF PRT  GMPS NMAT PRC  SETC,,,,,,,,23990.28,7185.0,2020,1,2,0,0
750412,uw ii w mpof bds mpw mpw pipel,ixopo raw water rising main,Ixopo Raw Water Rising Main,Pls attend to main rise burst pipe @ MPF,Mpofana Bulk Pipeline,Mooi River Pline,PM02,1.0,BDN,TECO PCNF GMPS NMAT PPRT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,23987.12,17285.22,2021,1,3,0,1
753946,uw ii e dvha bds war ms1 pipel,wartburg pipeline,Wartburg Pipeline,Install tap drainer at Ozwathini,Mshwati Pipeline System (New),New Wartburg Pline,PM02,4.0,CMN,TECO PCNF GMPS NMAT PPRT PRC  SETC,Upper Mgeni,DV HARRIS,Steel,700.0,9.5,8.0,66.0,23931.2,9896.0,2021,4,1,0,0
756930,uw ii e dvha bds war mpo build,,,replace stolen gates @ mpolweni,New Mpolweni Buildings & Structures,New Mpolweni Buildings & Structures,PM02,3.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,,,,,,,,23887.56,0.0,2021,7,3,0,0
785085,uw ii w sprg wtw spr adm build,67 pipeline old backfeed,’67 Pipeline (Old) - Backfeed,Pls attend to leak backwash line @S/G WW,Spring Grove WTW Buildings & Structures,Spring Grove WTW Admin buildings,PM02,1.0,BDN,TECO GMPS NMAT PPRT PRC  SETC,Upper Mgeni,Midmar,AC,300.0,9.8,42.0,12.2,23858.7,23858.7,2023,6,3,0,1
771774,uw ii w howk www bri psa build,ixopo raw water rising main,Ixopo Raw Water Rising Main,Maintain fence at bridge p/s,Sump & Structures,Buildings & Structures,PM02,2.0,CMN,TECO PCNF PRT  NMAT PRC  SETC,ixopo,Ixopo,Steel,250.0,1.38,27.0,6.37,23785.64,0.0,2022,8,0,0,0
